symbol,train_guid,engine_id,direction,train_type,origin,dest,subdivision,track_guid,track_component_name,track_name,track_alias,track_route_name,control_point_name,schedule_status,ptc_status,bulletin_route_code,authority_designation,ctc_authority_designation,home_road_code,active_sub_train_sheet,authority_count_by_symbol,runtime_join_status,runtime_loco_id,runtime_train_symbol,runtime_last_updated,runtime_icd_interface_version,runtime_departure_test_status,runtime_onboard_software_version,runtime_head_end_track_name,runtime_departure_track_name,runtime_departure_location_name
C638,00aae270-8ae6-45aa-927d-ce45198910ec,NCTC 2309,EAST,COMMUTER,OCEANSIDE,SAN DIEGO,0,0,,,,,,NONE,,SANDIE,,,NCTC,FD0251A1-6CAA-4FAF-BE43-754E53778E97,0,exact_engine_to_loco_match,NCTC 2309,,2026-03-24 오전 9:05:22,BOS_ICD_3_0,Pass,6.3.24.11,,,
C638DH,8037006c-c755-453b-be7f-03a662c1b41a,NCTC 2309,EAST,COMMUTER,OCEANSIDE,SAN DIEGO,0,0,,,,,,NONE,,SANDIE,,,NCTC,92AE0297-CB86-446C-A3BA-296E7DF75F28,0,exact_engine_to_loco_match,NCTC 2309,,2026-03-24 오전 9:05:22,BOS_ICD_3_0,Pass,6.3.24.11,,,
C639,c341dc2c-96d8-445f-8689-cdef7caa9f16,NCTC 5001,WEST,COMMUTER,SAN DIEGO,OCEANSIDE,0,0,,,,,,NONE,,SANDIE,,,NCTC,FEEE41E1-00A7-45B6-A801-A6A098FE1678,0,exact_engine_to_loco_match,NCTC 5001,,2026-03-24 오전 9:05:44,BOS_ICD_3_0,Pass,6.3.24.11,,,
C639DH,d987518f-3a8b-4b17-907c-e12f06f30048,NCTC 5001,WEST,COMMUTER,SAN DIEGO,OCEANSIDE,0,0,,,,,,NONE,,SANDIE,,,NCTC,1ABDF7A2-FCD2-4A98-A384-E05992D9F96E,0,exact_engine_to_loco_match,NCTC 5001,,2026-03-24 오전 9:05:44,BOS_ICD_3_0,Pass,6.3.24.11,,,
C640,cfc31b0f-aa7b-4eea-9a12-98b475136b37,NCTC 2306,EAST,COMMUTER,OCEANSIDE,SAN DIEGO,0,0,,,,,,NONE,,SANDIE,,,NCTC,7B1678E0-5A1D-47C8-B581-A9A750A176B7,0,exact_engine_to_loco_match,NCTC 2306,,2026-03-24 오전 9:05:27,BOS_ICD_3_0,Pass,6.3.24.11,,,
C641,de8632ce-76fe-4537-8b8f-1f9a5cca9adc,NCTC 5006,WEST,COMMUTER,SAN DIEGO,SAN DIEGO,0,0,,,,,,NONE,,SANDIE,,,NCTC,EDBF0261-2EFD-4254-BF2D-388B64F417DE,0,exact_engine_to_loco_match,NCTC 5006,,2026-03-24 오전 9:05:42,BOS_ICD_3_0,Pass,6.3.24.11,,,
C642,5f797cae-20ef-40c7-8e8b-38a8c09e540c,NCTC 423,EAST,COMMUTER,OCEANSIDE,SAN DIEGO,0,0,,,,,,NONE,,SANDIE,,,NCTC,0C07BECF-897A-4458-8C1A-72C06FD31689,0,exact_engine_to_loco_match,NCTC 423,,2026-03-24 오전 9:05:34,BOS_ICD_3_0,Pass,6.3.24.11,,,
C643,88dd15d1-c212-4a37-a26e-bc8ce8436530,NCTC 5008,WEST,COMMUTER,SAN DIEGO,OCEANSIDE,0,0,,,,,,NONE,,SANDIE,,,NCTC,13927011-EDE0-412D-8708-28C8A8EECEA8,0,exact_engine_to_loco_match,NCTC 5008,,2026-03-24 오전 9:05:02,BOS_ICD_3_0,Pass,6.3.24.11,,,
C643DH,918e9026-6e2c-4fc1-872a-981397449738,,WEST,COMMUTER,SAN DIEGO,OCEANSIDE,NONE,0,,,,,,NONE,,SANDIE,,,NCTC,1B362067-E70B-4AA8-B27C-916794DF4387,0,no_engine_id,,,,,,,,,
C644,57250621-4129-4a75-9ea2-a98d449f289a,NCTC 2308,EAST,COMMUTER,OCEANSIDE,SAN DIEGO,0,0,,,,,,NONE,,SANDIE,,,NCTC,F70CCD4E-A55F-4F32-A3CD-3C95645E0D8B,0,exact_engine_to_loco_match,NCTC 2308,,2026-03-24 오전 9:05:32,BOS_ICD_3_0,Pass,6.3.24.11,,,
C645,e81cb87b-6fe9-463b-b228-9975c5544996,NCTC 5005,WEST,COMMUTER,SAN DIEGO,OCEANSIDE,0,0,,,,,,NONE,,SANDIE,,,NCTC,913764EA-15F2-4E70-BE2C-D92B8C856FB4,0,exact_engine_to_loco_match,NCTC 5005,,2026-03-24 오전 9:05:43,BOS_ICD_3_0,Pass,6.3.24.11,,,
C645DH,f5eae51b-3466-419e-8777-2970f9e63e4f,NCTC 5005,WEST,COMMUTER,SAN DIEGO,OCEANSIDE,0,0,,,,,,NONE,,SANDIE,,,NCTC,3FA0D271-FB43-4273-96EA-E4CAB69924CD,0,exact_engine_to_loco_match,NCTC 5005,,2026-03-24 오전 9:05:43,BOS_ICD_3_0,Pass,6.3.24.11,,,
C646,c24512fb-36e9-4527-8660-9c1e8d552188,NCTC 2306,EAST,COMMUTER,OCEANSIDE,OCEANSIDE,0,0,,,,,,NONE,,SANDIE,,,NCTC,CA8E1ECB-BD8C-4C26-AFDE-7FA05A7C09E3,0,exact_engine_to_loco_match,NCTC 2306,,2026-03-24 오전 9:05:27,BOS_ICD_3_0,Pass,6.3.24.11,,,
C647,2ed8830a-70a3-4e63-bf7e-1c1ee39ece25,NCTC 5006,WEST,COMMUTER,SAN DIEGO,OCEANSIDE,0,0,,,,,,NONE,,SANDIE,,,NCTC,DA2A77B6-8830-4AA1-BD60-E68E10F1E812,0,exact_engine_to_loco_match,NCTC 5006,,2026-03-24 오전 9:05:42,BOS_ICD_3_0,Pass,6.3.24.11,,,
C647DH,f35b160f-b42b-45cd-8a47-c01e94f2dbfb,NCTC 5006,WEST,COMMUTER,SAN DIEGO,OCEANSIDE,0,0,,,,,,NONE,,SANDIE,,,NCTC,EA812D44-6273-4E9F-BA22-816474935B60,0,exact_engine_to_loco_match,NCTC 5006,,2026-03-24 오전 9:05:42,BOS_ICD_3_0,Pass,6.3.24.11,,,
C648,965d2a4f-9289-4a22-ab79-17f16c6e7bd1,NCTC 423,EAST,COMMUTER,OCEANSIDE,SAN DIEGO,0,0,,,,,,NONE,,SANDIE,,,NCTC,4326B5F5-2647-4700-A44F-D1492346D45D,0,exact_engine_to_loco_match,NCTC 423,,2026-03-24 오전 9:05:34,BOS_ICD_3_0,Pass,6.3.24.11,,,
C649,16672d1e-124e-4251-926b-42957b7a15d3,NCTC 5008,WEST,COMMUTER,SAN DIEGO,OCEANSIDE,0,0,,,,,,NONE,,SANDIE,,,NCTC,704A6187-4E96-4ABF-B6C7-DD15614AC39F,0,exact_engine_to_loco_match,NCTC 5008,,2026-03-24 오전 9:05:02,BOS_ICD_3_0,Pass,6.3.24.11,,,
C649DH,46b02176-3935-4386-adcf-0e59da4ca586,NCTC 5008,WEST,COMMUTER,SAN DIEGO,OCEANSIDE,0,0,,,,,,NONE,,SANDIE,,,NCTC,0274CAF7-68E8-496B-96D4-4CF1830A2B6B,0,exact_engine_to_loco_match,NCTC 5008,,2026-03-24 오전 9:05:02,BOS_ICD_3_0,Pass,6.3.24.11,,,
C650,3cb44e08-0e64-44ef-b931-37810172a48d,,EAST,COMMUTER,OCEANSIDE,SAN DIEGO,NONE,0,,,,,,NONE,,SANDIE,,,NCTC,F53A6112-1152-4E01-9D08-B6ACFC9C2D02,0,no_engine_id,,,,,,,,,
C650DH,2030f4a7-cac6-4352-970b-29ae31977766,,EAST,COMMUTER,OCEANSIDE,SAN DIEGO,NONE,0,,,,,,NONE,,SANDIE,,,NCTC,F3379890-6860-45F7-BBAD-A7E2428BE52F,0,no_engine_id,,,,,,,,,
C651,7d54a5d7-a8e0-4ce4-b61d-cdb01e900a5c,,WEST,COMMUTER,SAN DIEGO,OCEANSIDE,NONE,0,,,,,,NONE,,SANDIE,,,NCTC,ACCCD669-B3A3-4E05-8E29-0DB3160EDDEC,0,no_engine_id,,,,,,,,,
C651DH,3436dc4f-662f-4fd9-9c17-ad6128d9eb6b,,WEST,COMMUTER,SAN DIEGO,OCEANSIDE,NONE,0,,,,,,NONE,,SANDIE,,,NCTC,7AD9ED5E-6F87-4CDF-94D5-722DBC2E19D3,0,no_engine_id,,,,,,,,,
C653,e8d8ddc6-5d0b-4c16-8b9a-fab9ea8df6e4,,WEST,COMMUTER,SAN DIEGO,OCEANSIDE,NONE,0,,,,,,NONE,,SANDIE,,,NCTC,9491C455-80FD-4BEC-8094-3BE52CC584D1,0,no_engine_id,,,,,,,,,
C654,c259fa96-0245-4dca-abb7-0c2faf50d661,,EAST,COMMUTER,OCEANSIDE,SAN DIEGO,NONE,0,,,,,,NONE,,SANDIE,,,NCTC,480FD64F-D849-4B0D-99C5-DEE0B136D438,0,no_engine_id,,,,,,,,,
C655,954b07c1-4513-453b-a3ea-598b1d4d875d,,WEST,COMMUTER,SAN DIEGO,OCEANSIDE,NONE,0,,,,,,NONE,,SANDIE,,,NCTC,01534428-F26B-47CB-B7EA-E81822C8D3ED,0,no_engine_id,,,,,,,,,
C660,4d884cb6-5ed9-4e49-ab0f-80597c7711ff,,EAST,COMMUTER,OCEANSIDE,SAN DIEGO,NONE,0,,,,,,NONE,,SANDIE,,,NCTC,8031BAF2-0854-41DE-8F49-B4ABAFEFD5CB,0,no_engine_id,,,,,,,,,
C663,7112bb3d-1d0c-4b54-a143-6268f0a8acb3,,WEST,COMMUTER,SAN DIEGO,OCEANSIDE,NONE,0,,,,,,NONE,,SANDIE,,,NCTC,8F4702A2-3C18-484A-9542-914B462372DA,0,no_engine_id,,,,,,,,,
C663DH,842b3999-bc6d-4356-9aca-b3dba18973ff,,WEST,COMMUTER,SAN DIEGO,OCEANSIDE,NONE,0,,,,,,NONE,,SANDIE,,,NCTC,2368203B-1580-4F94-A819-D0F28B18721D,0,no_engine_id,,,,,,,,,
C664DH,6950e934-a4b8-47c8-a207-2923e1a0ce9c,,EAST,COMMUTER,OCEANSIDE,SAN DIEGO,NONE,0,,,,,,NONE,,SANDIE,,,NCTC,0568522E-CAE6-4A11-ACC5-404ECC315F77,0,no_engine_id,,,,,,,,,
C665,ecb2a94a-c665-4728-a708-f000ff4c908b,,WEST,COMMUTER,SAN DIEGO,OCEANSIDE,NONE,0,,,,,,NONE,,SANDIE,,,NCTC,04A45F6B-A155-4745-B3E9-18C20E210454,0,no_engine_id,,,,,,,,,
C665DH,3af13814-5c6b-4540-8124-81916bc4abb1,,WEST,COMMUTER,SAN DIEGO,OCEANSIDE,NONE,0,,,,,,NONE,,SANDIE,,,NCTC,638145EE-A5E7-43CC-9D6F-769E518A3ACE,0,no_engine_id,,,,,,,,,
C677DH,40a284e1-20bb-4250-ab95-65edbf1ee254,,WEST,COMMUTER,SAN DIEGO,SAN DIEGO,NONE,0,,,,,,NONE,,SANDIE,,,NCTC,EFC9E5B4-BE29-4F2D-A4A6-3D9ED7944E27,0,no_engine_id,,,,,,,,,
C679DH,20f3cc01-a7ea-4195-a687-092107ef4b05,NCTC 5006,WEST,COMMUTER,SAN DIEGO,OCEANSIDE,0,0,,,,,,NONE,,SANDIE,,,NCTC,AB05FE67-C2F8-4A0F-81E0-573E5E40AEF7,0,exact_engine_to_loco_match,NCTC 5006,,2026-03-24 오전 9:05:42,BOS_ICD_3_0,Pass,6.3.24.11,,,
C680DH,c64a5c8e-f49b-44f5-9ef9-5d6463d687cf,,EAST,COMMUTER,OCEANSIDE,SAN DIEGO,NONE,0,,,,,,NONE,,SANDIE,,,NCTC,1803C1B8-A992-4FE2-82D1-4DC2DA0B9399,0,no_engine_id,,,,,,,,,
C682DH,516a3922-982f-4a7d-98d6-e8f3bd2ee041,,EAST,COMMUTER,OCEANSIDE,SAN DIEGO,NONE,0,,,,,,NONE,,SANDIE,,,NCTC,64885F7E-6B23-460D-8ED7-CC7E3E57ED43,0,no_engine_id,,,,,,,,,
C684DH,7cba715e-1c24-4915-b324-56ac92c518b8,,EAST,COMMUTER,OCEANSIDE,SAN DIEGO,NONE,0,,,,,,NONE,,SANDIE,,,NCTC,1A3E22AC-A3AC-435C-9915-FADD1BA7A52B,0,no_engine_id,,,,,,,,,
C690DH,a6af5290-ddcc-47b0-8c05-3c9bfd6c7108,,EAST,COMMUTER,OCEANSIDE,SAN DIEGO,0,0,,,,,,NONE,,SANDIE,,,NCTC,11CC9D1E-37A1-423B-A452-788FB1A2C4D2,0,no_engine_id,,,,,,,,,
C692,b5b2925f-5ba1-4315-b47c-2adeb5db1c11,,EAST,COMMUTER,OCEANSIDE,SAN DIEGO,NONE,0,,,,,,NONE,,SANDIE,,,NCTC,4D629ABC-8E67-4562-A585-889C0C11BC0B,0,no_engine_id,,,,,,,,,
C693,ca040399-6a2c-4de3-93f0-f5df0057746a,,WEST,COMMUTER,SAN DIEGO,OCEANSIDE,NONE,0,,,,,,NONE,,SANDIE,,,NCTC,0BB74940-52EC-466D-9228-F2D0998F5B37,0,no_engine_id,,,,,,,,,
C694,0635a1c7-82e7-4fda-8027-d0e10f62e612,,EAST,COMMUTER,OCEANSIDE,SAN DIEGO,NONE,0,,,,,,NONE,,SANDIE,,,NCTC,26E31ABF-C4FC-4C2C-9364-36EC4EB6FD05,0,no_engine_id,,,,,,,,,
C696,a1c6fb2c-d844-4993-84e0-dad9f2d70f73,NCTC 2308,EAST,COMMUTER,OCEANSIDE,SAN DIEGO,0,0,,,,,,NONE,,SANDIE,,,NCTC,16CB3500-69E8-43F8-B02E-F30121137F6D,0,exact_engine_to_loco_match,NCTC 2308,,2026-03-24 오전 9:05:32,BOS_ICD_3_0,Pass,6.3.24.11,,,
C697DHEQ,F4DF1D73-E4DC-4C8F-9BD5-FBDAE99D65F4,NCTC 5004,WEST,COMMUTER,,,0,0,,,,,,,,,,,NCTC,90CF7483-672F-46F2-BC7E-B1332687219A,0,exact_engine_to_loco_match,NCTC 5004,,2026-03-24 오전 9:05:44,BOS_ICD_3_0,Pass,6.3.24.11,,,
C698,54e13895-4694-4c1d-b8c4-b48598a652a8,,EAST,COMMUTER,OCEANSIDE,SAN DIEGO,NONE,0,,,,,,NONE,,SANDIE,,,NCTC,68247F5A-808A-4896-8AF4-0CBB81986A97,0,no_engine_id,,,,,,,,,
C699,3e141b5e-5c8d-4332-889d-1cab75dbe7a7,,WEST,COMMUTER,SAN DIEGO,OCEANSIDE,0,0,,,,,,NONE,,SANDIE,,,NCTC,7AE052EB-E84A-4322-A305-8D2A3C3A08D4,0,no_engine_id,,,,,,,,,
C699DH,6da45732-5cae-4065-aa9d-e50e6716d43c,,WEST,COMMUTER,SAN DIEGO,OCEANSIDE,NONE,0,,,,,,NONE,,SANDIE,,,NCTC,18C4372A-0EF9-4CB1-AEE4-3AC0A42ED3BE,0,no_engine_id,,,,,,,,,
DESK,463A7B9F-FEA0-4EB5-9BED-4D5E175130BA,DESK,WEST,UNKNOWN,,,1,200578,SHELF 2,MAIN,MAIN,NONE,AVO,,,,,,NCTC,52844D78-9452-4D2C-842A-58FC424FBE4A,0,engine_id_without_runtime_match,,,,,,,,,
DHEQ699,1e1f6078-ed91-4933-a0ca-4a72bb5dfe67,,EAST,COMMUTER,OCEANSIDE,SAN DIEGO,NONE,0,,,,,,NONE,,SANDIE,,,NCTC,08D481DE-3B7E-40EE-9C7D-800159830D0F,0,no_engine_id,,,,,,,,,
E02,3CD0918B-46BF-4C2B-B986-8ECA6F777A88,,EAST,HYBRID,,,0,200859,SHELF 2,MAIN,MAIN,ROUTE NAME,OCEAN,,,,,,NCTS,4C6E19B9-60BF-4CA8-A623-75F2C75B1D98,0,no_engine_id,,,,,,,,,
E04,62CBC344-2B67-49CF-AAF4-CEB6AE556606,,EAST,HYBRID,,,0,200859,SHELF 2,MAIN,MAIN,ROUTE NAME,OCEAN,,,,,,NCTS,8832CC85-08D5-45CB-B6B0-B343A9B33F66,0,no_engine_id,,,,,,,,,
E06,3289A2BA-6A3B-4E19-AA71-9A3956B6D00B,,EAST,HYBRID,,,0,200859,SHELF 2,MAIN,MAIN,ROUTE NAME,OCEAN,,,,,,NCTS,B68D3B4A-649F-4104-9FE0-20BED284402F,0,no_engine_id,,,,,,,,,
E08,8B5FB60F-3387-4A78-9EAB-B5CA9D309865,,EAST,HYBRID,,,0,200859,SHELF 2,MAIN,MAIN,ROUTE NAME,OCEAN,,,,,,NCTS,DA11061B-32DD-4E16-A42B-99CCD76A80B2,0,no_engine_id,,,,,,,,,
E10,BFF0ECD8-6A3A-40A1-91DA-E0CBA266D3A2,,EAST,HYBRID,,,0,200859,SHELF 2,MAIN,MAIN,ROUTE NAME,OCEAN,,,,,,NCTS,34ECC5FA-8CB9-4AE8-B52D-67B5195CF60D,0,no_engine_id,,,,,,,,,
E12,E0E1B619-FEB7-480D-934C-464EEC9A923D,,EAST,HYBRID,,,0,200859,SHELF 2,MAIN,MAIN,ROUTE NAME,OCEAN,,,,,,NCTS,C43EB68F-1F06-4932-A224-BF27A8C9138A,0,no_engine_id,,,,,,,,,
E14,D8F83BFE-ED8E-4E65-812F-516B81153BF1,,EAST,HYBRID,,,0,200859,SHELF 2,MAIN,MAIN,ROUTE NAME,OCEAN,,,,,,NCTS,4DD8E364-5E91-49AD-BD54-348F65788CDD,0,no_engine_id,,,,,,,,,
E16,4CC9B85B-1C49-4CCC-BCF0-7AB20CA52C70,,EAST,HYBRID,,,0,200859,SHELF 2,MAIN,MAIN,ROUTE NAME,OCEAN,,,,,,NCTS,73C989EE-99D0-4178-92EC-D84DBEAE3A67,0,no_engine_id,,,,,,,,,
E18,0B4610CE-84F0-48E1-AA1A-E96ED7879588,,EAST,HYBRID,,,0,200859,SHELF 2,MAIN,MAIN,ROUTE NAME,OCEAN,,,,,,NCTS,1BAF5754-3101-425F-AEC9-BE8CF33B1AE0,0,no_engine_id,,,,,,,,,
E20,70DFDA06-904A-4938-AFB9-B790FDD61B49,,EAST,HYBRID,,,0,200859,SHELF 2,MAIN,MAIN,ROUTE NAME,OCEAN,,,,,,NCTS,884DFF16-FEE1-4AC4-B49C-46B746B345A9,0,no_engine_id,,,,,,,,,
E22,94B2DEF4-344E-450B-8B5B-D98AD0A69540,,EAST,HYBRID,,,0,200859,SHELF 2,MAIN,MAIN,ROUTE NAME,OCEAN,,,,,,NCTS,FD647C1F-762C-4C90-A318-FB1E3C820BBE,0,no_engine_id,,,,,,,,,
E24,645E4027-6EC0-43EA-9A51-2FCFABDFAC6D,,EAST,HYBRID,,,0,200859,SHELF 2,MAIN,MAIN,ROUTE NAME,OCEAN,,,,,,NCTS,C37846A6-1EE5-40CA-B006-85FE450BDCCB,0,no_engine_id,,,,,,,,,
E26,BFD95E98-D151-4EDE-BF41-8538D0C166DA,,EAST,HYBRID,,,0,200859,SHELF 2,MAIN,MAIN,ROUTE NAME,OCEAN,,,,,,NCTS,0C17A54D-CA2A-4C58-9D78-B0180EB24C4E,0,no_engine_id,,,,,,,,,
E28,E49BF827-7A46-40C3-88A5-D3CD7F8310BB,,EAST,HYBRID,,,0,200859,SHELF 2,MAIN,MAIN,ROUTE NAME,OCEAN,,,,,,NCTS,1B60EFA5-9609-474E-80BF-8491D1CD7915,0,no_engine_id,,,,,,,,,
E30,82E9AB6D-B23C-4041-8477-64A642D95D9F,,EAST,HYBRID,,,0,200859,SHELF 2,MAIN,MAIN,ROUTE NAME,OCEAN,,,,,,NCTS,2B86FDC6-823F-4E8D-8CBD-ABDFCF157DF0,0,no_engine_id,,,,,,,,,
E32,8B8892F4-51CC-4FF9-A151-35940E951D6B,,EAST,HYBRID,,,0,200859,SHELF 2,MAIN,MAIN,ROUTE NAME,OCEAN,,,,,,NCTS,FD0CB0ED-E018-49D9-AF24-469B33072F1F,0,no_engine_id,,,,,,,,,
E34,13EAA0DE-B3ED-4CAD-ABF8-6719E1EF8D82,,EAST,HYBRID,,,0,200859,SHELF 2,MAIN,MAIN,ROUTE NAME,OCEAN,,,,,,NCTS,098998B9-004B-4A51-A2AA-DA3D93CB87C6,0,no_engine_id,,,,,,,,,
E36,8F95892A-E842-4B06-BD94-9E28DCCE5590,,EAST,HYBRID,,,0,200859,SHELF 2,MAIN,MAIN,ROUTE NAME,OCEAN,,,,,,NCTS,863FDC1A-F4FE-4EA4-A7B1-9422A7BA7E9A,0,no_engine_id,,,,,,,,,
E38,5B79B1A3-E918-4342-B608-082708BAE498,,EAST,HYBRID,,,0,200859,SHELF 2,MAIN,MAIN,ROUTE NAME,OCEAN,,,,,,NCTS,A9928ABB-2089-40AE-97E9-1C5339D6ED6C,0,no_engine_id,,,,,,,,,
E40,3DDD2436-C07A-4ECA-9CF5-AE92D88FFAC7,,EAST,HYBRID,,,0,200859,SHELF 2,MAIN,MAIN,ROUTE NAME,OCEAN,,,,,,NCTS,46B7936E-2BA2-4FC4-849B-D169AA98AF27,0,no_engine_id,,,,,,,,,
E42,0CFA6A44-9849-461A-A694-97359DBD5445,,EAST,HYBRID,,,0,200859,SHELF 2,MAIN,MAIN,ROUTE NAME,OCEAN,,,,,,NCTS,A04A2F24-527D-468D-AD4C-097CD1F92C32,0,no_engine_id,,,,,,,,,
E44,E0F437CA-28D6-4F42-9E05-C543CA9EA839,,EAST,HYBRID,,,0,200859,SHELF 2,MAIN,MAIN,ROUTE NAME,OCEAN,,,,,,NCTS,9ECBBA29-3B89-420C-9107-5C3A25B3B1F8,0,no_engine_id,,,,,,,,,
E46,1E6CFDC9-91F6-4C9A-B4D6-CD01BF2C5AC9,,EAST,HYBRID,,,0,200859,SHELF 2,MAIN,MAIN,ROUTE NAME,OCEAN,,,,,,NCTS,64B37392-9FA0-4B01-9E57-032728D3EBE5,0,no_engine_id,,,,,,,,,
E48,33BA1FF7-1445-499D-B75E-050E02771C8D,,EAST,HYBRID,,,0,200859,SHELF 2,MAIN,MAIN,ROUTE NAME,OCEAN,,,,,,NCTS,D094888D-1F63-4EE5-890E-0B0AEE2A44D2,0,no_engine_id,,,,,,,,,
E50,3F5874FC-F4B7-4847-993B-4739DD30DDAE,,EAST,HYBRID,,,0,200859,SHELF 2,MAIN,MAIN,ROUTE NAME,OCEAN,,,,,,NCTS,8072CCEA-6B95-46B3-A273-43EDE7E10B03,0,no_engine_id,,,,,,,,,
E52,EE6D846E-BCF7-471A-87E4-B5862564CB5B,,EAST,HYBRID,,,0,200859,SHELF 2,MAIN,MAIN,ROUTE NAME,OCEAN,,,,,,NCTS,BB85668C-DA24-489F-A54A-0098973ACBFA,0,no_engine_id,,,,,,,,,
E54,1DF812D1-C949-4732-86F7-90D3011F458C,,EAST,HYBRID,,,0,200859,SHELF 2,MAIN,MAIN,ROUTE NAME,OCEAN,,,,,,NCTS,A53B041D-F81C-4AC6-9FEB-2AFDB450FFFA,0,no_engine_id,,,,,,,,,
E56,AAE24138-FEB4-4FEE-B79A-3955180FA8BC,,EAST,HYBRID,,,0,200859,SHELF 2,MAIN,MAIN,ROUTE NAME,OCEAN,,,,,,NCTS,E047B97A-0EB2-4FE4-97E1-B09CBAA72341,0,no_engine_id,,,,,,,,,
E58,588A9CBB-BBC9-466C-8789-ED5ED764B675,,EAST,HYBRID,,,0,200859,SHELF 2,MAIN,MAIN,ROUTE NAME,OCEAN,,,,,,NCTS,BC3A68F3-C414-4C37-984A-1717A59207B2,0,no_engine_id,,,,,,,,,
E60,60E9CAAA-CC1F-41DB-BBBB-61FBADE76E35,,EAST,HYBRID,,,0,200859,SHELF 2,MAIN,MAIN,ROUTE NAME,OCEAN,,,,,,NCTS,7C23A145-E48C-4154-9283-18B37A8EF656,0,no_engine_id,,,,,,,,,
E60DK,0823F676-8930-47C4-A7FB-90B204EBC151,,WEST,HYBRID,,,0,0,,,,,,,,,,,NCTS,64D40BC2-4CB3-42FD-B424-3BE54C513583,0,no_engine_id,,,,,,,,,
E62,79D800FE-7D77-4E8E-B957-674A1BEE7AA7,,EAST,HYBRID,,,0,200859,SHELF 2,MAIN,MAIN,ROUTE NAME,OCEAN,,,,,,NCTS,F42541C5-D94A-4466-8DF0-AC7F7317F8E0,0,no_engine_id,,,,,,,,,
